MEMID,HV106
232005005,Primary
232005006,"No education, preschool"
232007001,Secondary
232007002,Secondary
232007003,Higher
232007004,Secondary
232008001,"No education, preschool"
232008002,Primary
232008003,Secondary
232008004,Secondary
232008005,"No education, preschool"
232009001,Higher
232009002,Higher
232010001,"No education, preschool"
232010002,Primary
232010003,Secondary
232010004,Higher
232010005,"No education, preschool"
232011001,Primary
232011002,Primary
232012001,Primary
232012002,Secondary
232013001,Primary
232013002,Primary
232014001,"No education, preschool"
232014002,Primary
232014003,Secondary
232014004,Primary
232014005,Secondary
232014006,Secondary
232014007,Secondary
232014008,Secondary
232014009,Secondary
232014010,Primary
232014011,Secondary
232015001,Higher
232015002,Secondary
232015003,Higher
232015004,Higher
232015005,Secondary
232015006,Primary
232015007,Secondary
232016001,"No education, preschool"
232016002,Primary
232016003,Primary
232017001,Primary
232017002,Higher
232017003,Higher
232018001,Secondary
232018002,Secondary
232018003,Higher
232018004,Secondary
232019001,Secondary
232019002,Primary
232019003,Secondary
232019004,Higher
232019005,Primary
232019006,Primary
232019007,"No education, preschool"
232019008,Secondary
232020001,Primary
232020002,Primary
232021001,Secondary
232021002,Secondary
232021003,Higher
232021004,Secondary
232021005,"No education, preschool"
232021006,Primary
232021007,Primary
232022001,Secondary
232022002,Secondary
232022003,"No education, preschool"
232022004,Higher
232022005,"No education, preschool"
232023001,Primary
232023002,Primary
232024001,Secondary
232024002,Secondary
232024003,Higher
232024004,Secondary
232024005,Secondary
232024006,"No education, preschool"
233001001,Primary
233001002,Higher
233001003,Secondary
233001004,Higher
233001005,Secondary
233001006,"No education, preschool"
233002001,Secondary
233002002,Secondary
233002003,Secondary
233002004,Secondary
233002005,"No education, preschool"
233004001,Higher
233004002,Secondary
233004003,Primary
233004004,Primary
233004005,Primary
233004006,Secondary
233004007,Higher
233004008,Secondary
233006001,Secondary
233006002,Primary
233006003,Primary
233007001,Secondary
233007002,Secondary
233007003,Secondary
233008001,Secondary
233008002,Primary
233008003,Higher
233009001,Secondary
233009002,Secondary
233009003,Higher
233009004,"No education, preschool"
233010001,Secondary
233010002,Primary
233010003,Primary
233010004,Secondary
233011001,Primary
233011002,Higher
233012001,Secondary
233012002,Primary
233012003,"No education, preschool"
233012004,"No education, preschool"
233012005,Primary
233012006,Primary
233012007,"No education, preschool"
233013001,Higher
233013002,Higher
233013003,Higher
233014001,Secondary
233014002,Secondary
233014003,Secondary
233014004,Primary
233014005,Primary
233014006,Primary
233014007,"No education, preschool"
233014008,Higher
233014009,Secondary
233015001,Higher
233015002,Higher
233015003,Secondary
233015004,Secondary
233015005,Higher
233015006,Primary
233015007,"No education, preschool"
233015008,Secondary
233017001,Primary
233017002,Secondary
233017003,Primary
233018001,Primary
233018002,Primary
233018003,Higher
233018004,Secondary
233018005,Higher
233020001,"No education, preschool"
233020002,Secondary
233021001,Secondary
233021002,Secondary
233021003,"No education, preschool"
233021004,"No education, preschool"
233022001,Primary
233022002,Secondary
233023001,Primary
233023002,Secondary
233023003,Higher
233023004,Secondary
233023005,Primary
233024001,Secondary
233024002,Secondary
233024003,Secondary
233024004,Secondary
233024005,Primary
233024006,"No education, preschool"
233024007,Higher
234001001,Primary
234001002,Primary
234001003,Primary
234001004,"No education, preschool"
234002001,Secondary
234002002,Secondary
234002003,"No education, preschool"
234002004,Primary
234002005,Primary
234002006,Primary
234003001,Higher
234003002,Higher
234003003,Higher
234003004,Higher
234004001,Secondary
234004002,Secondary
234004003,Secondary
234005001,Higher
234006001,Higher
234006002,Higher
234006003,Secondary
234006004,Primary
234007001,Primary
234007002,Primary
234007003,Primary
234007004,Secondary
234007005,Secondary
234007006,Secondary
234007007,"No education, preschool"
234007008,Primary
234007009,"No education, preschool"
234007010,"No education, preschool"
234007011,Secondary
234007012,Secondary
234007013,Primary
234008001,Secondary
234008002,Secondary
234008003,Secondary
234008004,Secondary
234008005,Secondary
234008006,Primary
234008007,Primary
234008008,Primary
234009001,Secondary
234009002,Secondary
234009003,Secondary
234009004,Secondary
234009005,"No education, preschool"
234009006,Primary
234009007,"No education, preschool"
234009008,Secondary
234009009,Primary
234009010,"No education, preschool"
234010001,Secondary
234010002,Primary
234010003,Primary
234011001,Primary
234011002,Higher
234011003,Higher
234011004,Primary
234011005,Secondary
234011006,Primary
234011007,"No education, preschool"
234012001,Secondary
234012002,"No education, preschool"
234012003,Primary
234012004,Primary
234012005,"No education, preschool"
234012006,Secondary
234012007,Primary
234013001,Secondary
234013002,Secondary
234013003,Secondary
234013004,Primary
234013005,"No education, preschool"
234014001,Primary
234014002,"No education, preschool"
234014003,Secondary
234014004,Primary
234016001,Secondary
234016002,Primary
234016003,Secondary
234016004,Secondary
234017001,Primary
234017002,Higher
234017003,Secondary
234017004,Secondary
234017005,Primary
234017006,Primary
234017007,Primary
234017008,"No education, preschool"
234018001,Primary
234018002,Secondary
234018003,Secondary
234018004,Secondary
234018005,"No education, preschool"
234019001,Higher
234019002,Higher
234019003,Higher
234019004,Higher
234020001,Primary
234020002,Primary
234020003,Higher
234020004,Secondary
234021001,Secondary
234021002,Higher
234021003,Higher
234021004,Higher
234021005,Higher
234022001,Primary
234022002,Primary
234022003,Primary
234022004,Primary
234022005,Primary
234022006,Secondary
234022007,Primary
234022008,"No education, preschool"
234022009,Secondary
234022010,Higher
234022011,Secondary
234022012,Primary
234023001,Secondary
234023002,Primary
234023003,Primary
234023004,Secondary
234023005,Secondary
234024001,Secondary
234024002,Secondary
234024003,Primary
234024004,Primary
234024005,Primary
235001001,Primary
235001002,Primary
235001003,Secondary
235002001,Secondary
235002002,Secondary
235002003,Higher
235002004,Higher
235002005,Higher
235003001,Secondary
235003002,Primary
235003003,Higher
235004001,Secondary
235004002,Primary
235004003,"No education, preschool"
235004004,Higher
235004005,Secondary
235004006,Primary
235004007,Secondary
235004008,Higher
235005001,Primary
235005002,Secondary
235005003,Secondary
235005004,Secondary
235005005,Higher
235005006,Secondary
235005007,Secondary
235005008,Higher
235005009,Higher
235005010,"No education, preschool"
235005011,"No education, preschool"
235005012,"No education, preschool"
235006001,Secondary
235006002,Primary
235006003,Higher
235006004,Higher
235007001,Secondary
235007002,Secondary
235007003,Secondary
235008001,Secondary
235008002,Secondary
235008003,Secondary
235008004,Secondary
235008005,Primary
235008006,"No education, preschool"
235009001,Secondary
235009002,Secondary
235009003,Secondary
235010001,Secondary
235010002,Secondary
235010003,Primary
235010004,Secondary
235011001,Higher
235011002,Primary
235011003,Secondary
235011004,Primary
235011005,Higher
235011006,Primary
235011007,Secondary
235011008,Secondary
235011009,Secondary
235012001,Secondary
235013001,Secondary
235013002,Primary
235013003,Higher
235013004,Higher
235013005,Higher
235013006,Higher
235013007,Primary
235013008,"No education, preschool"
235013009,Primary
235013010,Primary
235014001,Secondary
235014002,Primary
235014003,Higher
235014004,Secondary
235014005,Higher
235014006,Secondary
235014007,Secondary
235014008,Primary
235015001,Secondary
235015002,Primary
235015003,Higher
235015004,Higher
235016001,Primary
235016002,Higher
235016003,Higher
235017001,Primary
235017002,Primary
235017003,Primary
235017004,Secondary
235017005,Higher
235017006,Higher
235017007,Higher
235017008,Higher
235017009,Higher
235017010,Secondary
235017011,Secondary
235017012,Primary
235018001,Higher
235018002,Higher
235018003,Primary
235018004,"No education, preschool"
235018005,Secondary
235018006,Primary
235019001,Secondary
235020001,Secondary
235020002,Secondary
235020003,Higher
235020004,Higher
235020005,Higher
235020006,Higher
235020007,Primary
235021001,Primary
235021002,Primary
235021003,Secondary
235021004,Higher
235021005,Secondary
235021006,"No education, preschool"
235021007,Primary
235021008,"No education, preschool"
235022001,Primary
235022002,Higher
235022003,Secondary
235022004,Secondary
235022005,Secondary
235022006,"No education, preschool"
235022007,"No education, preschool"
235023001,Primary
235023002,Primary
235023003,Secondary
235023004,Secondary
235023005,Secondary
235023006,Primary
235023007,"No education, preschool"
235023008,"No education, preschool"
235023009,Primary
235024001,Secondary
235024002,Secondary
235024003,Primary
236001001,Secondary
236001002,Secondary
236001003,Primary
236001004,Higher
236001005,Secondary
236001006,Primary
236002001,Secondary
236002002,"No education, preschool"
236002003,Higher
236002004,Higher
236002005,Primary
236002006,Secondary
236002007,"No education, preschool"
236002008,"No education, preschool"
236003001,Higher
236003002,Secondary
236003003,Primary
236003004,Secondary
236003005,Secondary
236003006,Primary
236003007,Primary
236003008,Primary
236004001,Primary
236004002,Secondary
236004003,Secondary
236004004,Secondary
236004005,Primary
236005001,Higher
236005002,Secondary
236005003,Higher
236005004,Primary
236005005,Secondary
236006001,Secondary
236006002,Primary
236006003,Secondary
236006004,"No education, preschool"
236006005,"No education, preschool"
236006006,"No education, preschool"
236006007,Secondary
236006008,Secondary
236006009,Secondary
236007001,Primary
236007002,Primary
236007003,Secondary
236007004,Higher
236008001,Primary
236008002,Primary
236008003,Higher
236008004,Higher
236009001,Secondary
236009002,Secondary
236009003,Secondary
236009004,Secondary
236009005,Primary
236009006,Primary
236009007,Secondary
236009008,Primary
236010001,Primary
236010002,Primary
236010003,Higher
236010004,Higher
236011001,Primary
236011002,Primary
236011003,Higher
236011004,Higher
236011005,Higher
236011006,Higher
236011007,"No education, preschool"
236012001,Primary
236012002,Higher
236012003,Secondary
236014001,Secondary
236014002,"No education, preschool"
236014003,Higher
236014004,Higher
236014005,Secondary
236014006,Secondary
236014007,Higher
236014008,Secondary
236015001,Secondary
236015002,Secondary
236015003,"No education, preschool"
236015004,"No education, preschool"
236015005,Primary
236015006,Secondary
236016001,Primary
236016002,Secondary
236016003,Higher
236016004,Secondary
236016005,Higher
236016006,"No education, preschool"
236016007,Higher
236016008,"No education, preschool"
236017001,Secondary
236017002,Secondary
236017003,Higher
236017004,Secondary
236017005,Secondary
236018001,Secondary
236018002,Secondary
236018003,Higher
236019001,Primary
236019002,Secondary
236019003,Secondary
236019004,Secondary
236019005,Primary
236019006,Primary
236019007,"No education, preschool"
236019008,"No education, preschool"
236019009,"No education, preschool"
236020001,Secondary
236020002,Primary
236020003,Higher
236020004,Higher
236020005,"No education, preschool"
236020006,Secondary
236021001,"No education, preschool"
236021002,Higher
236021003,Higher
236021004,Primary
236021005,"No education, preschool"
236022001,Primary
236022002,Primary
236022003,Primary
236022004,Secondary
236022005,Higher
236023001,"No education, preschool"
236023002,Secondary
